# Integrated IC catalog generated from github.com/flashrom/flashrom & github.com/Raoufbaa/EEflasher-Release
Device	Manufacturer	RawId	SizeBytes	PageSize	Volts	Protocol	CommandSet	Type	Supported
AT90USB647	Atmel	1E9682	65536	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
AT90USB82	Atmel	1E9382	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
AT93C46	Atmel	000000	128	8	5.0	Microwire	93xx	MICROWIRE (CATALOG_ONLY)	false
AT93C56	Atmel	000000	256	8	5.0	Microwire	93xx	MICROWIRE (CATALOG_ONLY)	false
AT93C66	Atmel	000000	512	8	5.0	Microwire	93xx	MICROWIRE (CATALOG_ONLY)	false
AT93C86	Atmel	000000	2048	8	5.0	Microwire	93xx	MICROWIRE (CATALOG_ONLY)	false
ATmega128	Atmel	1E9702	131072	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega1280	Atmel	1E9703	131072	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega1284	Atmel	1E9706	131072	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega1284P	Atmel	1E9705	131072	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega16	Atmel	1E9403	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega162	Atmel	1E9404	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega164A	Atmel	1E940F	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega164PA	Atmel	1E940A	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega168	Atmel	1E9406	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega168A	Atmel	1E9406	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega168PA	Atmel	1E940B	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega16U2	Atmel	1E9489	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega16U4	Atmel	1E9488	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega2560	Atmel	1E9801	262144	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega2561	Atmel	1E9802	262144	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega2564RFR2	Atmel	1EA803	262144	128	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega256RFR2	Atmel	1EA802	262144	128	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega32	Atmel	1E9502	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega324A	Atmel	1E9515	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega324PA	Atmel	1E9511	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega328	Atmel	1E9514	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega328P	Atmel	1E950F	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega32U2	Atmel	1E958A	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega32U4	Atmel	1E9587	32768	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega48	Atmel	1E9205	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega48A	Atmel	1E9205	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega48PA	Atmel	1E920A	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega64	Atmel	1E9602	65536	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega644	Atmel	1E9609	65536	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega644PA	Atmel	1E960A	65536	128	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega8	Atmel	1E9307	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega8515	Atmel	1E9306	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega8535	Atmel	1E9308	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega88	Atmel	1E9307	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega88A	Atmel	1E9307	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega88PA	Atmel	1E930F	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATmega8U2	Atmel	1E9389	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny13	Atmel	1E9007	1024	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny13A	Atmel	1E9007	1024	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny1634	Atmel	1E9412	16384	16	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny167	Atmel	1E9487	16384	64	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny2313	Atmel	1E910A	2048	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny2313A	Atmel	1E910A	2048	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny24	Atmel	1E910B	2048	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny25	Atmel	1E9108	2048	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny261	Atmel	1E910C	2048	16	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny4313	Atmel	1E920D	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny44	Atmel	1E9207	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny45	Atmel	1E9206	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny461	Atmel	1E9208	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny48	Atmel	1E9209	4096	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny84	Atmel	1E930C	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny85	Atmel	1E930B	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny861	Atmel	1E930D	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATtiny88	Atmel	1E9311	8192	32	5.0	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATxmega128A1U	Atmel	1E974E	131072	128	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATxmega128A4U	Atmel	1E9746	131072	128	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATxmega32A4U	Atmel	1E9541	32768	32	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
ATxmega64A4U	Atmel	1E9646	65536	64	3.3	Catalog	SPI25	AVR (CATALOG_ONLY)	false
BH25Q128	BOHONG	684018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
BH25Q16	BOHONG	684015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
BH25Q32	BOHONG	684016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
BH25Q64	BOHONG	684017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
BG25Q128A	Berg Micro	E04018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
BG25Q16A	Berg Micro	E04015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
BG25Q32A	Berg Micro	E04016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
BG25Q40A	Berg Micro	E04013	524288	256	3.3	SPI	25xx	SPI_NOR	true
BG25Q64A	Berg Micro	E04017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
BY25D80	Boya	684014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q10	Boya	684011	131072	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q128	Boya	684018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q16	Boya	684015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q20	Boya	684012	262144	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q256	Boya	684019	33554432	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q32	Boya	684016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q40	Boya	684013	524288	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q64	Boya	684017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q80	Boya	684014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
BY25Q16AL	BoyaMicro	E06015	2097152	256	1.8	SPI	25xx	SPI_NOR	true
BY25Q64AS	BoyaMicro	684017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
CAT25010	Catalyst	000000	128	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25020	Catalyst	000000	256	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25040	Catalyst	000000	512	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25080	Catalyst	000000	1024	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25128	Catalyst	000000	16384	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25160	Catalyst	000000	2048	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25256	Catalyst	000000	32768	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25320	Catalyst	000000	4096	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25640	Catalyst	000000	8192	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C01	Catalyst	000000	128	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C02	Catalyst	000000	256	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C04	Catalyst	000000	512	16	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C08	Catalyst	000000	1024	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C128	Catalyst	000000	16384	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C16	Catalyst	000000	2048	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C256	Catalyst	000000	32768	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C32	Catalyst	000000	4096	32	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
CAT25C64	Catalyst	000000	8192	64	3.3	Catalog	SPI95	SPI (CATALOG_ONLY)	false
S25FL004A	Cypress	010212	524288	256	3.3	SPI	25xx	SPI_NOR	true
S25FL008A	Cypress	010213	1048576	256	3.3	SPI	25xx	SPI_NOR	true
S25FL016A	Cypress	010214	2097152	256	3.3	SPI	25xx	SPI_NOR	true
S25FL032A	Cypress	010215	4194304	256	3.3	SPI	25xx	SPI_NOR	true
S25FL064A	Cypress	010216	8388608	256	3.3	SPI	25xx	SPI_NOR	true
S25FL116K	Cypress	014015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
S25FL128P	Cypress	012018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
S25FL128S	Cypress	012018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
S25FL132K	Cypress	014016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
S25FL164K	Cypress	014017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
S25FL256S	Cypress	012019	33554432	256	3.3	SPI	25xx	SPI_NOR	true
S25FL512S	Cypress	012020	67108864	256	3.3	SPI	25xx	SPI_NOR	true
AC25LV010	DEUTRON	9D7C00	131072	256	3.3	SPI	25xx	SPI_NOR	true
AC25LV512	DEUTRON	9D7B00	65536	256	3.3	SPI	25xx	SPI_NOR	true
DQ25Q128A	DOUQI	544018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
DQ25Q16A	DOUQI	544015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
DQ25Q32A	DOUQI	544016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
DQ25Q64A	DOUQI	544017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
DS25M128A	Dosilicon	E54018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
DS25M16A	Dosilicon	E54015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
DS25M32A	Dosilicon	E54016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
DS25M4A	Dosilicon	E54013	524288	256	3.3	SPI	25xx	SPI_NOR	true
DS25M64A	Dosilicon	E54017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
DS25M8A	Dosilicon	E54014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
DS25Q128A	Dosilicon	E54018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
DS25Q256A	Dosilicon	E54019	33554432	256	3.3	SPI	25xx	SPI_NOR	true
KB3940	ENE	3940	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB3940Q	ENE	3940	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9010	ENE	9010	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9012	ENE	9012	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9012Q	ENE	9012	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9015	ENE	9015	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9016	ENE	9016	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9018	ENE	9018	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9022	ENE	9022	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9022Q	ENE	9022	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9026	ENE	9026	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9028	ENE	9028	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9028Q	ENE	9028	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9029	ENE	9029	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9030	ENE	9030	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9042	ENE	9042	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9048	ENE	9048	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB9052	ENE	9052	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB926	ENE	926	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB926QD	ENE	926	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
KB930	ENE	930	131072	128	3.3	Catalog	KB	SPI_EC (CATALOG_ONLY)	false
EM25LV010	ESMT	9D7C00	131072	256	3.3	SPI	25xx	SPI_NOR	true
EM25LV512	ESMT	9D7B00	65536	256	3.3	SPI	25xx	SPI_NOR	true
F25L004A	ESMT	8C2013	524288	256	3.3	SPI	25xx	SPI_NOR	true
F25L008A	ESMT	8C2014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
F25L016A	ESMT	8C2015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
F25L04P	ESMT	8C2013	524288	256	3.3	SPI	25xx	SPI_NOR	true
F25L08P	ESMT	8C2014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
F25L16P	ESMT	8C2015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
F25L32P	ESMT	8C2016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
F25L32Q	ESMT	8C4016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
F25L64QA	ESMT	8C4117	8388608	256	3.3	SPI	25xx	SPI_NOR	true
F25S04P	ESMT	8C3013	524288	256	3.3	SPI	25xx	SPI_NOR	true
EM73E044VCB	ETRON	D52F	536870912	2048	3.3	Catalog	SPI25	SPI_NAND (CATALOG_ONLY)	false
ES25M16A	EXCELSEMI	4A3215	2097152	256	3.3	SPI	25xx	SPI_NOR	true
ES25M40A	EXCELSEMI	4A3213	524288	256	3.3	SPI	25xx	SPI_NOR	true
ES25M80A	EXCELSEMI	4A3214	1048576	256	3.3	SPI	25xx	SPI_NOR	true
ES25P10	EXCELSEMI	4A2011	131072	256	3.3	SPI	25xx	SPI_NOR	true
ES25P16	EXCELSEMI	4A2015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
ES25P20	EXCELSEMI	4A2012	262144	256	3.3	SPI	25xx	SPI_NOR	true
ES25P32	EXCELSEMI	4A2016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
ES25P40	EXCELSEMI	4A2013	524288	256	3.3	SPI	25xx	SPI_NOR	true
ES25P80	EXCELSEMI	4A2014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
EN25B05	Eon Silicon	1C2010	65536	256	3.3	SPI	25xx	SPI_NOR	true
EN25B10	Eon Silicon	1C2011	131072	256	3.3	SPI	25xx	SPI_NOR	true
EN25B16	Eon Silicon	1C2015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25B20	Eon Silicon	1C2012	262144	256	3.3	SPI	25xx	SPI_NOR	true
EN25B32	Eon Silicon	1C2016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25B40	Eon Silicon	1C2013	524288	256	3.3	SPI	25xx	SPI_NOR	true
EN25B64	Eon Silicon	1C2017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
EN25B80	Eon Silicon	1C2014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
EN25F05	Eon Silicon	1C3110	65536	256	3.3	SPI	25xx	SPI_NOR	true
EN25F10	Eon Silicon	1C3111	131072	256	3.3	SPI	25xx	SPI_NOR	true
EN25F16	Eon Silicon	1C3115	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25F20	Eon Silicon	1C3112	262144	256	3.3	SPI	25xx	SPI_NOR	true
EN25F32	Eon Silicon	1C3116	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25F40	Eon Silicon	1C3113	524288	256	3.3	SPI	25xx	SPI_NOR	true
EN25F64	Eon Silicon	1C3117	8388608	256	3.3	SPI	25xx	SPI_NOR	true
EN25F80	Eon Silicon	1C3114	1048576	256	3.3	SPI	25xx	SPI_NOR	true
EN25LF05	Eon Silicon	1C3110	65536	256	3.3	SPI	25xx	SPI_NOR	true
EN25LF10	Eon Silicon	1C3111	131072	256	3.3	SPI	25xx	SPI_NOR	true
EN25LF20	Eon Silicon	1C3112	262144	256	3.3	SPI	25xx	SPI_NOR	true
EN25LF40	Eon Silicon	1C3113	524288	256	3.3	SPI	25xx	SPI_NOR	true
EN25P05	Eon Silicon	1C2010	65536	256	3.3	SPI	25xx	SPI_NOR	true
EN25P10	Eon Silicon	1C2011	131072	256	3.3	SPI	25xx	SPI_NOR	true
EN25P16	Eon Silicon	1C2015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25P20	Eon Silicon	1C2012	262144	256	3.3	SPI	25xx	SPI_NOR	true
EN25P32	Eon Silicon	1C2016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25P40	Eon Silicon	1C2013	524288	256	3.3	SPI	25xx	SPI_NOR	true
EN25P64	Eon Silicon	1C2017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
EN25P80	Eon Silicon	1C2014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q128	Eon Silicon	1C3018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q16A	Eon Silicon	1C3015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q32A	Eon Silicon	1C3016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q32B	Eon Silicon	1C3016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q40	Eon Silicon	1C3013	524288	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q64	Eon Silicon	1C3017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
EN25Q80A	Eon Silicon	1C3014	1048576	256	3.3	SPI	25xx	SPI_NOR	true
EN25QH128	Eon Silicon	1C7018	16777216	256	3.3	SPI	25xx	SPI_NOR	true
EN25QH16	Eon Silicon	1C7015	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25QH256	Eon Silicon	1C7019	33554432	256	3.3	SPI	25xx	SPI_NOR	true
EN25QH32	Eon Silicon	1C7016	4194304	256	3.3	SPI	25xx	SPI_NOR	true
EN25QH64	Eon Silicon	1C7017	8388608	256	3.3	SPI	25xx	SPI_NOR	true
EN25QX128A	Eon Silicon	1C7118	16777216	256	3.3	SPI	25xx	SPI_NOR	true
EN25S40_1.8V	Eon Silicon	1C3813	524288	256	1.8	SPI	25xx	SPI_NOR	true
EN25T16	Eon Silicon	1C5115	2097152	256	3.3	SPI	25xx	SPI_NOR	true
EN25T80	Eon Silicon	1C5114	1048576	256	3.3	SPI	25xx	SPI_NOR	true
